World bank region,Country,Year,Birth Rate,Death Rate,Fertility Rate,Life Expectancy at Birth Female,Life Expectancy at Birth Male,Life Expectancy at Birth Total,Population Density,Urban Population Percent,Urban Population Percent Growth,Telephone Lines per 100 People,ImageURL
Europe & Central Asia,Spain,2013,9.7,8.6,1.32,85.4,79.5,82.37804878,93.74752205,78.902,0.330370601,41.86679108,https://upload.wikimedia.org/wikipedia/en/9/9a/Flag_of_Spain.svg
Sub-Saharan Africa,Liberia,1980,48.924,19.678,6.964,47.372,43.691,45.48660976,19.00916736,34.181,5.977752105,0.348464854,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg
Sub-Saharan Africa,Liberia,1981,48.834,19.301,6.973,47.909,44.225,46.02207317,19.64834925,35.167,6.151141118,0.352640467,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg
Sub-Saharan Africa,Liberia,1982,48.71,18.998,6.973,48.352,44.656,46.45892683,20.36747301,36.163,6.387380825,0.356816079,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg
Sub-Saharan Africa,Liberia,1983,48.543,18.763,6.964,48.708,44.983,46.80007317,21.14124792,37.173,6.483281043,0.343756522,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg
Sub-Saharan Africa,Liberia,1984,48.327,18.588,6.946,48.984,45.214,47.05302439,21.88042982,38.194,6.146206165,0.332143469,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg
Sub-Saharan Africa,Liberia,1985,48.059,18.464,6.917,49.189,45.358,47.22678049,22.46506437,39.834,6.841154628,0.336901843,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg
Sub-Saharan Africa,Liberia,1986,47.73,18.385,6.875,49.322,45.413,47.31982927,22.81397425,42.373,7.720232757,0.374981456,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg
Sub-Saharan Africa,Liberia,1987,47.332,18.346,6.82,49.382,45.378,47.33117073,22.91182517,44.956,6.345274919,0.364181439,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg
Sub-Saharan Africa,Liberia,1988,46.873,18.33,6.752,49.387,45.279,47.28290244,22.80112126,47.567,5.16113508,0.365949611,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg
Sub-Saharan Africa,Liberia,1989,46.371,18.315,6.673,49.364,45.162,47.2117561,22.53349252,50.195,4.196926067,0.396097356,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg
Sub-Saharan Africa,Liberia,1990,45.845,18.275,6.587,49.346,45.077,47.15943902,22.18664867,52.814,3.534940591,0.409355466,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg
Sub-Saharan Africa,Liberia,1991,45.331,18.168,6.499,49.389,45.12,47.20243902,21.83219477,55.422,3.209462858,0.446055571,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg
Sub-Saharan Africa,Liberia,1992,44.869,17.952,6.414,49.555,45.392,47.42273171,21.44995847,58,2.780397662,0.159724306,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg
Sub-Saharan Africa,Liberia,1993,44.48,17.615,6.336,49.868,45.931,47.8514878,21.06179402,55.019,-7.102666016,0.221819989,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg
Sub-Saharan Africa,Liberia,1994,44.175,17.163,6.267,50.325,46.73,48.48365854,20.8300353,52.009,-6.732654546,0.224287998,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg
Sub-Saharan Africa,Liberia,1995,43.949,16.615,6.208,50.906,47.745,49.28695122,20.96291528,48.981,-5.362515623,0.222866278,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg
Sub-Saharan Africa,Liberia,1996,43.786,16.023,6.156,51.535,48.856,50.16282927,21.5938642,45.96,-3.400653969,0.216354371,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg
Sub-Saharan Africa,Liberia,1997,43.656,15.461,6.109,52.113,49.9,50.9795122,22.81770141,42.964,-1.228205178,0.204750112,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg
Sub-Saharan Africa,Liberia,1998,43.517,14.981,6.061,52.565,50.746,51.63331707,24.55658223,43.304,8.132583214,0.269353864,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg
Sub-Saharan Africa,Liberia,1999,43.335,14.615,6.008,52.858,51.321,52.0707561,26.55819145,43.646,8.622530141,0.254096326,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg
Sub-Saharan Africa,Liberia,2000,43.089,14.359,5.948,53.008,51.628,52.30117073,28.46506437,43.988,7.714416912,0.240721728,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg
Sub-Saharan Africa,Liberia,2001,42.765,14.167,5.88,53.097,51.754,52.40912195,30.02458472,44.331,6.110624652,0.231676146,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg
Sub-Saharan Africa,Liberia,2002,42.36,13.966,5.804,53.249,51.852,52.53346341,31.13340947,44.673,4.395066838,0.226759638,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg
Sub-Saharan Africa,Liberia,2003,41.888,13.684,5.722,53.575,52.083,52.81080488,31.87991071,45.017,3.13651965,0.224706441,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg
Sub-Saharan Africa,Liberia,2004,41.367,13.277,5.635,54.141,52.555,53.32865854,32.43585963,45.361,2.49007062,0.191393938,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg
Sub-Saharan Africa,Liberia,2005,40.806,12.742,5.547,54.947,53.286,54.0962439,33.06315407,45.706,2.673206721,0.158081435,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg
Sub-Saharan Africa,Liberia,2006,40.214,12.109,5.456,55.941,54.233,55.06617073,33.94711379,46.051,3.390409363,0.124768932,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg
Sub-Saharan Africa,Liberia,2007,39.601,11.435,5.366,57.027,55.296,56.14039024,35.14110257,46.396,4.203172705,0.091456429,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg
Sub-Saharan Africa,Liberia,2008,38.977,10.792,5.277,58.082,56.337,57.18821951,36.56866694,46.742,4.72501614,0.058143926,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg
Sub-Saharan Africa,Liberia,2009,38.352,10.235,5.19,59.011,57.247,58.1074878,38.13033638,47.088,4.91935338,0.054455642,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg
Sub-Saharan Africa,Liberia,2010,37.737,9.785,5.106,59.775,57.987,58.85919512,39.6744186,47.441,4.716461598,0.062123179,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg
Sub-Saharan Africa,Liberia,2011,37.141,9.447,5.024,60.366,58.547,59.43431707,41.09208887,47.801,4.266903081,0.146690618,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg
Sub-Saharan Africa,Liberia,2012,36.568,9.202,4.945,60.81,58.955,59.85987805,42.35565822,48.168,3.793440544,0.077236128,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg
Sub-Saharan Africa,Liberia,2013,36.016,9.011,4.868,61.177,59.282,60.20639024,43.50534676,48.541,3.449593095,0.000238639,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg
South Asia,Maldives,1980,44.829,14.725,7.002,50.07,52.536,51.33307317,498.9966667,21.607,5.755313405,0.534405707,https://upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Maldives.svg
South Asia,Maldives,1981,45.526,14.211,7.071,50.988,53.473,52.26080488,514.3866667,22.25,5.970579258,0.750085601,https://upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Maldives.svg
South Asia,Maldives,1982,46.317,13.726,7.146,51.92,54.406,53.19331707,531.53,22.905,6.180433668,0.965765495,https://upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Maldives.svg
South Asia,Maldives,1983,47.054,13.263,7.21,52.84,55.316,54.10819512,550.1766667,23.574,6.328170824,1.029972191,https://upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Maldives.svg
South Asia,Maldives,1984,47.597,12.812,7.245,53.731,56.189,54.98997561,570.05,24.257,6.403241776,1.111013654,https://upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Maldives.svg
South Asia,Maldives,1985,47.849,12.364,7.24,54.592,57.018,55.83458537,590.71,24.954,6.393869805,1.185014643,https://upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Maldives.svg
South Asia,Maldives,1986,47.711,11.908,7.183,55.436,57.794,56.6437561,611.7933333,25.491,5.636161006,1.237890791,https://upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Maldives.svg
South Asia,Maldives,1987,47.122,11.435,7.064,56.289,58.516,57.42965854,633.2466667,25.57,3.75455689,1.4738859,https://upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Maldives.svg
South Asia,Maldives,1988,46.126,10.943,6.888,57.175,59.195,58.20963415,655.0433333,25.648,3.690127506,1.730165434,https://upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Maldives.svg
South Asia,Maldives,1989,44.789,10.436,6.664,58.107,59.844,58.99668293,676.9066667,25.727,3.589419489,2.068231957,https://upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Maldives.svg
South Asia,Maldives,1990,43.162,9.915,6.397,59.085,60.473,59.79592683,698.4833333,25.806,3.444692012,2.433844759,https://upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Maldives.svg
South Asia,Maldives,1991,41.321,9.388,6.099,60.089,61.095,60.60426829,719.53,25.84,3.100755457,2.890775923,https://upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Maldives.svg
South Asia,Maldives,1992,39.358,8.864,5.783,61.088,61.723,61.4132439,739.8766667,25.776,2.540161888,3.437960381,https://upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Maldives.svg
South Asia,Maldives,1993,37.37,8.354,5.461,62.057,62.367,62.21578049,759.5433333,25.713,2.378288827,3.740405419,https://upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Maldives.svg
South Asia,Maldives,1994,35.441,7.868,5.146,62.984,63.034,63.00960976,778.7033333,25.649,2.242961659,4.267778486,https://upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Maldives.svg
South Asia,Maldives,1995,33.625,7.409,4.845,63.876,63.734,63.80326829,797.6366667,25.586,2.156195269,4.956308428,https://upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Maldives.svg
South Asia,Maldives,1996,31.937,6.978,4.56,64.768,64.473,64.61690244,816.55,25.638,2.546316288,5.66162513,https://upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Maldives.svg
South Asia,Maldives,1997,30.349,6.571,4.289,65.709,65.256,65.47697561,835.53,26.008,3.730265688,6.091143745,https://upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Maldives.svg
South Asia,Maldives,1998,28.812,6.182,4.024,66.733,66.076,66.3964878,854.49,26.379,3.66119513,7.008859086,https://upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Maldives.svg
South Asia,Maldives,1999,27.307,5.806,3.763,67.853,66.923,67.37665854,873.2433333,26.755,3.586102389,7.628648754,https://upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Maldives.svg
South Asia,Maldives,2000,25.86,5.447,3.51,69.054,67.789,68.40607317,891.52,27.134,3.478477473,8.292578966,https://upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Maldives.svg
South Asia,Maldives,2001,24.528,5.109,3.271,70.297,68.666,69.46160976,909.15,27.706,4.044050744,8.957817742,https://upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Maldives.svg
South Asia,Maldives,2002,23.382,4.798,3.055,71.526,69.546,70.51185366,926.0833333,28.859,5.922948308,9.805453073,https://upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Maldives.svg
South Asia,Maldives,2003,22.47,4.519,2.869,72.682,70.42,71.52341463,942.4766667,30.042,5.771950761,10.13323053,https://upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Maldives.svg
South Asia,Maldives,2004,21.816,4.276,2.715,73.717,71.275,72.46621951,958.6466667,31.252,5.649565067,10.4508439,https://upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Maldives.svg
South Asia,Maldives,2005,21.417,4.071,2.596,74.613,72.096,73.32380488,975.0166667,32.49,5.578092349,10.77007231,https://upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Maldives.svg
South Asia,Maldives,2006,21.262,3.903,2.508,75.363,72.867,74.08456098,991.92,33.75,5.523563677,10.85302578,https://upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Maldives.svg
South Asia,Maldives,2007,21.322,3.77,2.449,75.984,73.574,74.74960976,1009.416667,35.034,5.482576064,10.62692974,https://upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Maldives.svg
South Asia,Maldives,2008,21.523,3.666,2.41,76.516,74.215,75.33743902,1027.463333,36.303,5.329897311,10.72641684,https://upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Maldives.svg
South Asia,Maldives,2009,21.785,3.586,2.382,76.997,74.791,75.86709756,1046.143333,37.553,5.186640984,14.95174339,https://upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Maldives.svg
South Asia,Maldives,2010,22.047,3.524,2.36,77.442,75.303,76.34641463,1065.533333,38.781,5.0543376,9.538259401,https://upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Maldives.svg
South Asia,Maldives,2011,22.236,3.476,2.339,77.865,75.759,76.78631707,1085.646667,39.984,4.924832248,8.712472443,https://upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Maldives.svg
South Asia,Maldives,2012,22.292,3.437,2.314,78.269,76.168,77.19287805,1106.546667,41.159,4.803477559,7.255003555,https://upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Maldives.svg
South Asia,Maldives,2013,22.201,3.405,2.287,78.652,76.547,77.57382927,1128.14,42.303,4.674122083,6.837212875,https://upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Maldives.svg
Middle East & North Africa,Oman,1980,49.971,10.672,8.232,60.43,57.2,58.77560976,3.527725363,45.654,9.79352708,1.022410978,https://upload.wikimedia.org/wikipedia/commons/d/dd/Flag_of_Oman.svg
Middle East & North Africa,Oman,1981,49.743,10.054,8.299,61.431,58.11,59.73,3.729806139,47.562,9.664520771,1.497433676,https://upload.wikimedia.org/wikipedia/commons/d/dd/Flag_of_Oman.svg
Middle East & North Africa,Oman,1982,49.328,9.463,8.338,62.383,58.984,60.64204878,3.943495961,49.471,9.506277708,1.416290868,https://upload.wikimedia.org/wikipedia/commons/d/dd/Flag_of_Oman.svg
Middle East & North Africa,Oman,1983,48.759,8.9,8.352,63.294,59.825,61.51719512,4.167502423,51.385,9.320929294,1.522822175,https://upload.wikimedia.org/wikipedia/commons/d/dd/Flag_of_Oman.svg
Middle East & North Africa,Oman,1984,48.059,8.364,8.34,64.169,60.637,62.35992683,4.396242326,53.294,8.991132753,1.570587894,https://upload.wikimedia.org/wikipedia/commons/d/dd/Flag_of_Oman.svg
Middle East & North Africa,Oman,1985,47.223,7.859,8.299,65.007,61.418,63.16873171,4.622552504,55.197,8.528101445,1.634956804,https://upload.wikimedia.org/wikipedia/commons/d/dd/Flag_of_Oman.svg
Middle East & North Africa,Oman,1986,46.214,7.386,8.222,65.804,62.165,63.94012195,4.841408724,57.079,7.978707389,2.75757867,https://upload.wikimedia.org/wikipedia/commons/d/dd/Flag_of_Oman.svg
Middle East & North Africa,Oman,1987,44.984,6.945,8.101,66.561,62.876,64.67356098,5.047315024,58.944,7.380192731,3.17288291,https://upload.wikimedia.org/wikipedia/commons/d/dd/Flag_of_Oman.svg
Middle East & North Africa,Oman,1988,43.521,6.535,7.933,67.279,63.553,65.37056098,5.241108239,60.783,6.839900208,3.507687148,https://upload.wikimedia.org/wikipedia/commons/d/dd/Flag_of_Oman.svg
Middle East & North Africa,Oman,1989,41.841,6.153,7.719,67.961,64.197,66.03309756,5.431567044,62.594,6.505405799,4.837454716,https://upload.wikimedia.org/wikipedia/commons/d/dd/Flag_of_Oman.svg
Middle East & North Africa,Oman,1990,39.99,5.798,7.462,68.611,64.81,66.66414634,5.631502423,64.366,6.406448343,5.24754009,https://upload.wikimedia.org/wikipedia/commons/d/dd/Flag_of_Oman.svg
Middle East & North Africa,Oman,1991,38.035,5.47,7.164,69.232,65.397,67.26773171,5.84847496,66.102,6.441806734,5.783041076,https://upload.wikimedia.org/wikipedia/commons/d/dd/Flag_of_Oman.svg
Middle East & North Africa,Oman,1992,36.059,5.169,6.831,69.827,65.96,67.84634146,6.090584814,67.796,6.58675948,6.183330186,https://upload.wikimedia.org/wikipedia/commons/d/dd/Flag_of_Oman.svg
Middle East & North Africa,Oman,1993,34.144,4.893,6.472,70.401,66.505,68.4054878,6.350843296,69.447,6.590454092,6.61924739,https://upload.wikimedia.org/wikipedia/commons/d/dd/Flag_of_Oman.svg
Middle East & North Africa,Oman,1994,32.357,4.642,6.098,70.956,67.033,68.94665854,6.603915994,71.044,6.181048048,7.230448278,https://upload.wikimedia.org/wikipedia/commons/d/dd/Flag_of_Oman.svg
Middle East & North Africa,Oman,1995,30.74,4.414,5.72,71.496,67.548,69.47385366,6.815011309,71.688,4.048859574,7.483242827,https://upload.wikimedia.org/wikipedia/commons/d/dd/Flag_of_Oman.svg
Middle East & North Africa,Oman,1996,29.306,4.209,5.346,72.024,68.05,69.98853659,6.961550889,71.669,2.100948407,7.887264457,https://upload.wikimedia.org/wikipedia/commons/d/dd/Flag_of_Oman.svg
Middle East & North Africa,Oman,1997,28.037,4.026,4.982,72.538,68.541,70.4907561,7.030688207,71.649,0.960351999,9.084888865,https://upload.wikimedia.org/wikipedia/commons/d/dd/Flag_of_Oman.svg
Middle East & North Africa,Oman,1998,26.881,3.864,4.631,73.038,69.018,70.97897561,7.036261712,71.629,0.051299119,9.209481647,https://upload.wikimedia.org/wikipedia/commons/d/dd/Flag_of_Oman.svg
Middle East & North Africa,Oman,1999,25.805,3.721,4.298,73.523,69.479,71.45168293,7.014975767,71.609,-0.330892558,10.13092231,https://upload.wikimedia.org/wikipedia/commons/d/dd/Flag_of_Oman.svg
Middle East & North Africa,Oman,2000,24.81,3.595,3.992,73.994,69.926,71.91039024,7.0186979,71.589,0.025145932,10.14474607,https://upload.wikimedia.org/wikipedia/commons/d/dd/Flag_of_Oman.svg
Middle East & North Africa,Oman,2001,23.913,3.485,3.72,74.453,70.36,72.35658537,7.084119548,71.569,0.899793351,10.11646336,https://upload.wikimedia.org/wikipedia/commons/d/dd/Flag_of_Oman.svg
Middle East & North Africa,Oman,2002,23.144,3.386,3.488,74.902,70.779,72.79021951,7.234329564,71.549,2.07028451,10.29497214,https://upload.wikimedia.org/wikipedia/commons/d/dd/Flag_of_Oman.svg
Middle East & North Africa,Oman,2003,22.524,3.299,3.297,75.342,71.186,73.21331707,7.458510501,71.529,3.023854644,9.860687599,https://upload.wikimedia.org/wikipedia/commons/d/dd/Flag_of_Oman.svg
Middle East & North Africa,Oman,2004,22.059,3.221,3.144,75.77,71.581,73.62441463,7.719292407,71.509,3.408752236,9.885560422,https://upload.wikimedia.org/wikipedia/commons/d/dd/Flag_of_Oman.svg
Middle East & North Africa,Oman,2005,21.741,3.149,3.029,76.186,71.963,74.023,7.961231018,71.827,3.5297799,9.851659963,https://upload.wikimedia.org/wikipedia/commons/d/dd/Flag_of_Oman.svg
Middle East & North Africa,Oman,2006,21.564,3.084,2.951,76.587,72.332,74.40760976,8.149676898,72.4,3.13403279,10.51557591,https://upload.wikimedia.org/wikipedia/commons/d/dd/Flag_of_Oman.svg
Middle East & North Africa,Oman,2007,21.522,3.024,2.906,76.966,72.686,74.77380488,8.254943457,72.967,2.063534617,10.55616549,https://upload.wikimedia.org/wikipedia/commons/d/dd/Flag_of_Oman.svg
Middle East & North Africa,Oman,2008,21.576,2.971,2.887,77.321,73.025,75.12060976,8.302872375,73.527,1.343444942,11.47669082,https://upload.wikimedia.org/wikipedia/commons/d/dd/Flag_of_Oman.svg
Middle East & North Africa,Oman,2009,21.675,2.924,2.886,77.65,73.349,75.44704878,8.379718901,74.08,1.670583162,11.60622057,https://upload.wikimedia.org/wikipedia/commons/d/dd/Flag_of_Oman.svg
Middle East & North Africa,Oman,2010,21.77,2.881,2.894,77.955,73.659,75.75460976,8.604924071,74.624,3.383659294,11.26976176,https://upload.wikimedia.org/wikipedia/commons/d/dd/Flag_of_Oman.svg
Middle East & North Africa,Oman,2011,21.787,2.842,2.901,78.238,73.958,76.04580488,9.055793215,75.161,5.824031253,10.13073504,https://upload.wikimedia.org/wikipedia/commons/d/dd/Flag_of_Oman.svg
Middle East & North Africa,Oman,2012,21.655,2.804,2.899,78.501,74.249,76.32314634,9.773098546,75.691,8.325601408,9.498990668,https://upload.wikimedia.org/wikipedia/commons/d/dd/Flag_of_Oman.svg
Middle East & North Africa,Oman,2013,21.345,2.766,2.884,78.752,74.533,76.59104878,10.70759612,76.204,9.807427089,9.189647197,https://upload.wikimedia.org/wikipedia/commons/d/dd/Flag_of_Oman.svg
Sub-Saharan Africa,Tanzania,1980,46.995,15.596,6.685,51.987,48.647,50.27626829,20.44705238,14.141,6.5848287,0.211368165,https://upload.wikimedia.org/wikipedia/commons/3/38/Flag_of_Tanzania.svg
Sub-Saharan Africa,Tanzania,1981,46.739,15.425,6.653,52.191,48.876,50.49307317,21.09596749,14.555,6.009932013,0.212823934,https://upload.wikimedia.org/wikipedia/commons/3/38/Flag_of_Tanzania.svg
Sub-Saharan Africa,Tanzania,1982,46.469,15.279,6.618,52.359,49.065,50.67182927,21.76813615,14.976,5.987982228,0.21109608,https://upload.wikimedia.org/wikipedia/commons/3/38/Flag_of_Tanzania.svg
Sub-Saharan Africa,Tanzania,1983,46.199,15.149,6.58,52.508,49.227,50.8274878,22.46334726,15.409,5.994041293,0.211111319,https://upload.wikimedia.org/wikipedia/commons/3/38/Flag_of_Tanzania.svg
Sub-Saharan Africa,Tanzania,1984,45.939,15.029,6.542,52.645,49.368,50.96653659,23.17982389,15.851,5.967795952,0.214229136,https://upload.wikimedia.org/wikipedia/commons/3/38/Flag_of_Tanzania.svg
Sub-Saharan Africa,Tanzania,1985,45.689,14.919,6.504,52.767,49.486,51.0864878,23.9147618,16.305,5.945311731,0.224271534,https://upload.wikimedia.org/wikipedia/commons/3/38/Flag_of_Tanzania.svg
Sub-Saharan Africa,Tanzania,1986,45.446,14.831,6.465,52.853,49.564,51.16839024,24.66680176,16.767,5.890315829,0.238280779,https://upload.wikimedia.org/wikipedia/commons/3/38/Flag_of_Tanzania.svg
Sub-Saharan Africa,Tanzania,1987,45.199,14.777,6.424,52.873,49.577,51.18480488,25.43183224,17.241,5.842085188,0.241748791,https://upload.wikimedia.org/wikipedia/commons/3/38/Flag_of_Tanzania.svg
Sub-Saharan Africa,Tanzania,1988,44.937,14.767,6.379,52.808,49.513,51.12031707,26.21187288,17.725,5.789668988,0.253759107,https://upload.wikimedia.org/wikipedia/commons/3/38/Flag_of_Tanzania.svg
Sub-Saharan Africa,Tanzania,1989,44.655,14.802,6.328,52.649,49.372,50.97053659,27.01870738,18.221,5.791571474,0.276010229,https://upload.wikimedia.org/wikipedia/commons/3/38/Flag_of_Tanzania.svg
Sub-Saharan Africa,Tanzania,1990,44.351,14.874,6.273,52.405,49.167,50.7465122,27.86835742,18.565,4.96657214,0.286156518,https://upload.wikimedia.org/wikipedia/commons/3/38/Flag_of_Tanzania.svg
Sub-Saharan Africa,Tanzania,1991,44.026,14.973,6.213,52.086,48.918,50.46336585,28.77039287,18.884,4.88918098,0.286488259,https://upload.wikimedia.org/wikipedia/commons/3/38/Flag_of_Tanzania.svg
Sub-Saharan Africa,Tanzania,1992,43.683,15.086,6.148,51.712,48.651,50.14417073,29.7329002,19.208,4.991919155,0.289964048,https://upload.wikimedia.org/wikipedia/commons/3/38/Flag_of_Tanzania.svg
Sub-Saharan Africa,Tanzania,1993,43.331,15.19,6.081,51.317,48.401,49.82343902,30.74745879,19.536,5.048524108,0.298522927,https://upload.wikimedia.org/wikipedia/commons/3/38/Flag_of_Tanzania.svg
Sub-Saharan Africa,Tanzania,1994,42.984,15.269,6.013,50.941,48.2,49.53707317,31.78714721,19.867,5.005586438,0.301895919,https://upload.wikimedia.org/wikipedia/commons/3/38/Flag_of_Tanzania.svg
Sub-Saharan Africa,Tanzania,1995,42.654,15.307,5.946,50.613,48.075,49.31304878,32.81478099,20.203,4.858803808,0.303829044,https://upload.wikimedia.org/wikipedia/commons/3/38/Flag_of_Tanzania.svg
Sub-Saharan Africa,Tanzania,1996,42.357,15.295,5.883,50.361,48.043,49.17373171,33.80481147,20.543,4.641328705,0.30145969,https://upload.wikimedia.org/wikipedia/commons/3/38/Flag_of_Tanzania.svg
Sub-Saharan Africa,Tanzania,1997,42.111,15.227,5.828,50.2,48.113,49.13104878,34.74876157,20.888,4.419536065,0.301360087,https://upload.wikimedia.org/wikipedia/commons/3/38/Flag_of_Tanzania.svg
Sub-Saharan Africa,Tanzania,1998,41.922,15.107,5.78,50.135,48.276,49.18282927,35.65820614,21.237,4.240547383,0.332726114,https://upload.wikimedia.org/wikipedia/commons/3/38/Flag_of_Tanzania.svg
Sub-Saharan Africa,Tanzania,1999,41.79,14.938,5.741,50.175,48.529,49.33192683,36.55264507,21.59,4.125954815,0.376081746,https://upload.wikimedia.org/wikipedia/commons/3/38/Flag_of_Tanzania.svg
Sub-Saharan Africa,Tanzania,2000,41.714,14.718,5.711,50.337,48.877,49.58919512,37.46115715,21.947,4.095120187,0.450865144,https://upload.wikimedia.org/wikipedia/commons/3/38/Flag_of_Tanzania.svg
Sub-Saharan Africa,Tanzania,2001,41.691,14.44,5.689,50.643,49.332,49.9715122,38.40653872,22.309,4.128292103,0.510253932,https://upload.wikimedia.org/wikipedia/commons/3/38/Flag_of_Tanzania.svg
Sub-Saharan Africa,Tanzania,2002,41.716,14.1,5.675,51.115,49.908,50.49678049,39.39421766,22.674,4.162009106,0.509528506,https://upload.wikimedia.org/wikipedia/commons/3/38/Flag_of_Tanzania.svg
Sub-Saharan Africa,Tanzania,2003,41.771,13.7,5.666,51.748,50.599,51.1594878,40.42277828,23.044,4.196085935,0.451286815,https://upload.wikimedia.org/wikipedia/commons/3/38/Flag_of_Tanzania.svg
Sub-Saharan Africa,Tanzania,2004,41.831,13.248,5.659,52.528,51.393,51.94665854,41.50014789,23.611,5.061086183,0.399898468,https://upload.wikimedia.org/wikipedia/commons/3/38/Flag_of_Tanzania.svg
Sub-Saharan Africa,Tanzania,2005,41.876,12.754,5.651,53.438,52.272,52.84078049,42.6339343,24.223,5.254343434,0.392849077,https://upload.wikimedia.org/wikipedia/commons/3/38/Flag_of_Tanzania.svg
Sub-Saharan Africa,Tanzania,2006,41.874,12.229,5.638,54.462,53.219,53.82534146,43.82974035,24.845,5.301594168,0.397585188,https://upload.wikimedia.org/wikipedia/commons/3/38/Flag_of_Tanzania.svg
